,g,layers,epoch,kt,avg
280,GRP,5,15,0.8348570002854545,0.10705183823005397
281,GRP,5,15,0.8336597514642923,0.11108192842219178
282,GRP,5,15,0.8304742499867752,0.11543217036601236
283,GRP,5,15,0.8271758586004315,0.11969913978484892
284,GRP,5,15,0.8317644639933851,0.11135622442338881
285,GRP,6,15,0.8425572054138989,0.08796981527116518
286,GRP,6,15,0.8177002785140678,0.12959077537024455
287,GRP,6,15,0.8172833335756163,0.12928741414807063
288,GRP,6,15,0.8229666504220372,0.11779434192651153
289,GRP,6,15,0.8315568878496679,0.10868651299969365
290,GRP,6,15,0.8328010383498634,0.10372082775860834
291,GRP,6,15,0.8313899144609449,0.10645079582595832
292,GRP,6,15,0.8268170618888888,0.11138251777673984
293,GRP,6,15,0.8335521932368918,0.1034518318117096
294,GRP,6,15,0.8312134338920304,0.10661683635057845
295,GRP,6,15,0.8278284882740026,0.1098715862109945
296,GRP,6,15,0.8248425780238693,0.11678341823090375
297,GRP,6,15,0.826192382540933,0.11414191946525046
298,GRP,6,15,0.8227279187937204,0.11979043486425478
299,GRP,6,15,0.8240842177122041,0.11848831342285708
300,GRP,7,15,0.8103052068279977,0.14064620707443629
301,GRP,7,15,0.785104268335874,0.18413664519113462
302,GRP,7,15,0.8049278823613577,0.15574362684213355
303,GRP,7,15,0.8104940207615401,0.14621001850873105
304,GRP,7,15,0.8125721395807375,0.14315701582504142
305,GRP,7,15,0.8071680108712098,0.1502389808102138
306,GRP,7,15,0.800521534493768,0.15889878444184816
307,GRP,7,15,0.7840387831116794,0.18080927256208637
308,GRP,7,15,0.7737389007751359,0.1965220770018606
309,GRP,7,15,0.770357097932734,0.19693978487554795
310,GRP,7,15,0.7603388545809973,0.20947645472970525
311,GRP,7,15,0.7619291100217195,0.20442562889930732
312,GRP,7,15,0.761522261110867,0.20961433546308117
313,GRP,7,15,0.7637565166363753,0.20436550972793052
314,GRP,7,15,0.7556693405264349,0.2123347742312145
