,graph,nodes,size,copies,epochs,kendalltau,avg
85,1-wiki-Vote,100,10000,10,10,0.9187204762183812,0.0
86,1-wiki-Vote,100,10000,10,11,0.9187275117101507,0.0
87,1-wiki-Vote,100,10000,10,12,0.9171402666747056,0.0
88,1-wiki-Vote,100,10000,10,13,0.9165493234583314,0.0
89,1-wiki-Vote,100,10000,10,14,0.9153301752885892,0.0
90,1-wiki-Vote,100,10000,20,0,0.9235345818165396,0.0
91,1-wiki-Vote,100,10000,20,1,0.9204920130459266,0.0
92,1-wiki-Vote,100,10000,20,2,0.9198633215014093,0.0
93,1-wiki-Vote,100,10000,20,3,0.9194897368884519,0.0
94,1-wiki-Vote,100,10000,20,4,0.9182213784322569,0.0
95,1-wiki-Vote,100,10000,20,5,0.9184628365097842,0.0
96,1-wiki-Vote,100,10000,20,6,0.9160478336050055,0.0
97,1-wiki-Vote,100,10000,20,7,0.9138002754043395,0.0
98,1-wiki-Vote,100,10000,20,8,0.9104268978107274,0.0
99,1-wiki-Vote,100,10000,20,9,0.9044015619495418,0.0
100,1-wiki-Vote,100,10000,20,10,0.8986340065067885,0.0
101,1-wiki-Vote,100,10000,20,11,0.8971237678435602,0.0
102,1-wiki-Vote,100,10000,20,12,0.8956726273111949,0.0
103,1-wiki-Vote,100,10000,20,13,0.891713052543353,0.0
104,1-wiki-Vote,100,10000,20,14,0.8931238093529614,0.0
105,1-wiki-Vote,100,10000,40,0,0.9203110601976167,0.0
106,1-wiki-Vote,100,10000,40,1,0.9174924634050733,0.0
107,1-wiki-Vote,100,10000,40,2,0.9137801538978789,0.0
108,1-wiki-Vote,100,10000,40,3,0.9100229198733261,0.0
109,1-wiki-Vote,100,10000,40,4,0.902316945738256,0.0
110,1-wiki-Vote,100,10000,40,5,0.8984121070963803,0.0
111,1-wiki-Vote,100,10000,40,6,0.8993752659196169,0.0
112,1-wiki-Vote,100,10000,40,7,0.8929474999292192,0.0
113,1-wiki-Vote,100,10000,40,8,0.8936653625913269,0.0
114,1-wiki-Vote,100,10000,40,9,0.893190927944442,0.0
115,1-wiki-Vote,100,10000,40,10,0.8963684374471929,0.0
116,1-wiki-Vote,100,10000,40,11,0.8964036149060399,0.0
117,1-wiki-Vote,100,10000,40,12,0.899523292666446,0.0
118,1-wiki-Vote,100,10000,40,13,0.8959592532458821,0.0
119,1-wiki-Vote,100,10000,40,14,0.9016374579431634,0.0
120,1-wiki-Vote,1000,10000,1,0,0.907307782889663,0.0
121,1-wiki-Vote,1000,10000,1,1,0.9181041671393781,0.0
122,1-wiki-Vote,1000,10000,1,2,0.9223014008191919,0.0
123,1-wiki-Vote,1000,10000,1,3,0.9245953932655362,0.0
124,1-wiki-Vote,1000,10000,1,4,0.92507985722878,0.0
125,1-wiki-Vote,1000,10000,1,5,0.9244356876023698,0.0
126,1-wiki-Vote,1000,10000,1,6,0.9238243033676052,0.0
127,1-wiki-Vote,1000,10000,1,7,0.9233899321057598,0.0
128,1-wiki-Vote,1000,10000,1,8,0.9231244126463811,0.0
129,1-wiki-Vote,1000,10000,1,9,0.922960063558647,0.0
130,1-wiki-Vote,1000,10000,1,10,0.9228705342126571,0.0
131,1-wiki-Vote,1000,10000,1,11,0.9228297662510769,0.0
132,1-wiki-Vote,1000,10000,1,12,0.9228189315937521,0.0
133,1-wiki-Vote,1000,10000,1,13,0.9228424301362619,0.0
134,1-wiki-Vote,1000,10000,1,14,0.9228937892261788,0.0
135,1-wiki-Vote,1000,10000,10,0,0.9240063818945984,0.0
136,1-wiki-Vote,1000,10000,10,1,0.9237329448240927,0.0
137,1-wiki-Vote,1000,10000,10,2,0.9241074115564076,0.0
138,1-wiki-Vote,1000,10000,10,3,0.9252747403507934,0.0
139,1-wiki-Vote,1000,10000,10,4,0.9264149121469493,0.0
140,1-wiki-Vote,1000,10000,10,5,0.9269632583754596,0.0
141,1-wiki-Vote,1000,10000,10,6,0.9270700571405197,0.0
142,1-wiki-Vote,1000,10000,10,7,0.9268782696348846,0.0
143,1-wiki-Vote,1000,10000,10,8,0.9264265910632865,0.0
144,1-wiki-Vote,1000,10000,10,9,0.9270092704916317,0.0
145,1-wiki-Vote,1000,10000,10,10,0.9261074611566247,0.0
146,1-wiki-Vote,1000,10000,10,11,0.926530997761145,0.0
147,1-wiki-Vote,1000,10000,10,12,0.9265086248973181,0.0
148,1-wiki-Vote,1000,10000,10,13,0.9264802015105696,0.0
149,1-wiki-Vote,1000,10000,10,14,0.9268017234844331,0.0
150,1-wiki-Vote,1000,10000,20,0,0.9236315308931226,0.0
151,1-wiki-Vote,1000,10000,20,1,0.9243328287127005,0.0
152,1-wiki-Vote,1000,10000,20,2,0.9258775035006941,0.0
153,1-wiki-Vote,1000,10000,20,3,0.9262619227844995,0.0
154,1-wiki-Vote,1000,10000,20,4,0.9264271539026281,0.0
155,1-wiki-Vote,1000,10000,20,5,0.9250562179764347,0.0
156,1-wiki-Vote,1000,10000,20,6,0.9238836829181393,0.0
157,1-wiki-Vote,1000,10000,20,7,0.9232894274073452,0.0
158,1-wiki-Vote,1000,10000,20,8,0.9233123631113205,0.0
159,1-wiki-Vote,1000,10000,20,9,0.9226723119452768,0.0
160,1-wiki-Vote,1000,10000,20,10,0.9241320357776006,0.0
161,1-wiki-Vote,1000,10000,20,11,0.9252214113231811,0.0
162,1-wiki-Vote,1000,10000,20,12,0.9245258826068541,0.0
163,1-wiki-Vote,1000,10000,20,13,0.9256930706914045,0.0
164,1-wiki-Vote,1000,10000,20,14,0.9281960172433011,0.0
165,1-wiki-Vote,1000,10000,40,0,0.9259862722072759,0.0
166,1-wiki-Vote,1000,10000,40,1,0.9252244691316824,0.0
167,1-wiki-Vote,1000,10000,40,2,0.9261645893497924,0.0
168,1-wiki-Vote,1000,10000,40,3,0.9256128660852329,0.0
169,1-wiki-Vote,1000,10000,40,4,0.9267595105338166,0.0
170,1-wiki-Vote,1000,10000,40,5,0.9301640504426555,0.0
171,1-wiki-Vote,1000,10000,40,6,0.930067176634302,0.0
172,1-wiki-Vote,1000,10000,40,7,0.9303961562294412,0.0
173,1-wiki-Vote,1000,10000,40,8,0.9303674514230219,0.0
174,1-wiki-Vote,1000,10000,40,9,0.9303217207265204,0.0
175,1-wiki-Vote,1000,10000,40,10,0.9283900561063024,0.0
176,1-wiki-Vote,1000,10000,40,11,0.9296404037035677,0.0
177,1-wiki-Vote,1000,10000,40,12,0.9293399882050125,0.0
178,1-wiki-Vote,1000,10000,40,13,0.9298064413093265,0.0
179,1-wiki-Vote,1000,10000,40,14,0.9286854060507835,0.0
180,1-wiki-Vote,10000,10000,1,0,0.9093016028891199,0.0
181,1-wiki-Vote,10000,10000,1,1,0.9198522054244136,0.0
182,1-wiki-Vote,10000,10000,1,2,0.9240255184322114,0.0
183,1-wiki-Vote,10000,10000,1,3,0.9265414102889639,0.0
184,1-wiki-Vote,10000,10000,1,4,0.9273786338095273,0.0
185,1-wiki-Vote,10000,10000,1,5,0.9266508825408962,0.0
186,1-wiki-Vote,10000,10000,1,6,0.9257099180808508,0.0
187,1-wiki-Vote,10000,10000,1,7,0.9250465089977927,0.0
188,1-wiki-Vote,10000,10000,1,8,0.9246026723472259,0.0
189,1-wiki-Vote,10000,10000,1,9,0.9242401009311793,0.0
190,1-wiki-Vote,10000,10000,1,10,0.9239810162726098,0.0
191,1-wiki-Vote,10000,10000,1,11,0.9238189563938606,0.0
192,1-wiki-Vote,10000,10000,1,12,0.9237470536679768,0.0
193,1-wiki-Vote,10000,10000,1,13,0.9237380482385118,0.0
194,1-wiki-Vote,10000,10000,1,14,0.923778816232043,0.0
195,1-wiki-Vote,10000,10000,10,0,0.9239133726934063,0.0
196,1-wiki-Vote,10000,10000,10,1,0.9235634273327944,0.0
197,1-wiki-Vote,10000,10000,10,2,0.9253262401505458,0.0
198,1-wiki-Vote,10000,10000,10,3,0.9257024982503755,0.0
199,1-wiki-Vote,10000,10000,10,4,0.9259386093541581,0.0
200,1-wiki-Vote,10000,10000,10,5,0.9255024088644526,0.0
201,1-wiki-Vote,10000,10000,10,6,0.9249595125023248,0.0
202,1-wiki-Vote,10000,10000,10,7,0.9249993712029374,0.0
203,1-wiki-Vote,10000,10000,10,8,0.9243612520994491,0.0
204,1-wiki-Vote,10000,10000,10,9,0.9252282682973717,0.0
205,1-wiki-Vote,10000,10000,10,10,0.9253472059160187,0.0
206,1-wiki-Vote,10000,10000,10,11,0.9240250963027051,0.0
207,1-wiki-Vote,10000,10000,10,12,0.9247569281565624,0.0
208,1-wiki-Vote,10000,10000,10,13,0.9257850949237487,0.0
209,1-wiki-Vote,10000,10000,10,14,0.9260293671979838,0.0
210,1-wiki-Vote,10000,10000,20,0,0.922978496547083,0.0
211,1-wiki-Vote,10000,10000,20,1,0.9230775562711967,0.0
212,1-wiki-Vote,10000,10000,20,2,0.9216814332844686,0.0
213,1-wiki-Vote,10000,10000,20,3,0.921650477120683,0.0
214,1-wiki-Vote,10000,10000,20,4,0.9226889157058527,0.0
215,1-wiki-Vote,10000,10000,20,5,0.9230215537567119,0.0
216,1-wiki-Vote,10000,10000,20,6,0.9230156439436256,0.0
217,1-wiki-Vote,10000,10000,20,7,0.9230215537567119,0.0
218,1-wiki-Vote,10000,10000,20,8,0.9223075920519489,0.0
219,1-wiki-Vote,10000,10000,20,9,0.9228711349426812,0.0
220,1-wiki-Vote,10000,10000,20,10,0.9219938091190317,0.0
221,1-wiki-Vote,10000,10000,20,11,0.9221392651724171,0.0
222,1-wiki-Vote,10000,10000,20,12,0.9230901822734258,0.0
223,1-wiki-Vote,10000,10000,20,13,0.923184073616586,0.0
224,1-wiki-Vote,10000,10000,20,14,0.9234820970479396,0.0
225,1-wiki-Vote,10000,10000,40,0,0.9276922760326092,0.0
226,1-wiki-Vote,10000,10000,40,1,0.9209907914555729,0.0
227,1-wiki-Vote,10000,10000,40,2,0.9215144107098621,0.0
228,1-wiki-Vote,10000,10000,40,3,0.9221231214577541,0.0
229,1-wiki-Vote,10000,10000,40,4,0.9206201997059659,0.0
230,1-wiki-Vote,10000,10000,40,5,0.9214415230151306,0.0
231,1-wiki-Vote,10000,10000,40,6,0.922533431337748,0.0
232,1-wiki-Vote,10000,10000,40,7,0.9228747933984013,0.0
233,1-wiki-Vote,10000,10000,40,8,0.9218333619795208,0.0
234,1-wiki-Vote,10000,10000,40,9,0.9203949232595084,0.0
235,1-wiki-Vote,10000,10000,40,10,0.9215366049262467,0.0
236,1-wiki-Vote,10000,10000,40,11,0.9212566302914297,0.0
237,1-wiki-Vote,10000,10000,40,12,0.9219566617224891,0.0
238,1-wiki-Vote,10000,10000,40,13,0.9219476562930242,0.0
239,1-wiki-Vote,10000,10000,40,14,0.921535376475335,0.0
240,1-wiki-Vote,10,100000,1,0,0.677454421092637,0.0
241,1-wiki-Vote,10,100000,1,1,0.8531170079009364,0.0
242,1-wiki-Vote,10,100000,1,2,0.9100877487670919,0.0
243,1-wiki-Vote,10,100000,1,3,0.9256061120131343,0.0
244,1-wiki-Vote,10,100000,1,4,0.92943239690701,0.0
245,1-wiki-Vote,10,100000,1,5,0.9292557030136146,0.0
246,1-wiki-Vote,10,100000,1,6,0.9285819843217727,0.0
247,1-wiki-Vote,10,100000,1,7,0.928331661524616,0.0
248,1-wiki-Vote,10,100000,1,8,0.9279434053765463,0.0
249,1-wiki-Vote,10,100000,1,9,0.927705221337465,0.0
250,1-wiki-Vote,10,100000,1,10,0.9275577574299775,0.0
251,1-wiki-Vote,10,100000,1,11,0.9275405531036567,0.0
252,1-wiki-Vote,10,100000,1,12,0.9275778789364381,0.0
253,1-wiki-Vote,10,100000,1,13,0.927626705249318,0.0
254,1-wiki-Vote,10,100000,1,14,0.9276541436672188,0.0
255,1-wiki-Vote,10,100000,10,0,0.9272013394169375,0.0
256,1-wiki-Vote,10,100000,10,1,0.9274724872697317,0.0
257,1-wiki-Vote,10,100000,10,2,0.9280088354523038,0.0
258,1-wiki-Vote,10,100000,10,3,0.9279300756544163,0.0
259,1-wiki-Vote,10,100000,10,4,0.9279596247198479,0.0
260,1-wiki-Vote,10,100000,10,5,0.9282161387497618,0.0
261,1-wiki-Vote,10,100000,10,6,0.9278571879596849,0.0
262,1-wiki-Vote,10,100000,10,7,0.9271753080973905,0.0
263,1-wiki-Vote,10,100000,10,8,0.9269061301822917,0.0
264,1-wiki-Vote,10,100000,10,9,0.9264593764549321,0.0
265,1-wiki-Vote,10,100000,10,10,0.9250951946008372,0.0
266,1-wiki-Vote,10,100000,10,11,0.9249487156621976,0.0
267,1-wiki-Vote,10,100000,10,12,0.925705593866754,0.0
268,1-wiki-Vote,10,100000,10,13,0.9224613879020289,0.0
269,1-wiki-Vote,10,100000,10,14,0.9246470337751238,0.0
270,1-wiki-Vote,10,100000,20,0,0.9273645628259886,0.0
271,1-wiki-Vote,10,100000,20,1,0.9279223366134699,0.0
272,1-wiki-Vote,10,100000,20,2,0.9275577197041781,0.0
273,1-wiki-Vote,10,100000,20,3,0.9267033673094963,0.0
274,1-wiki-Vote,10,100000,20,4,0.9261015513435383,0.0
275,1-wiki-Vote,10,100000,20,5,0.9240262219813883,0.0
276,1-wiki-Vote,10,100000,20,6,0.9251758213365151,0.0
277,1-wiki-Vote,10,100000,20,7,0.9236381063917045,0.0
278,1-wiki-Vote,10,100000,20,8,0.92546709069577,0.0
279,1-wiki-Vote,10,100000,20,9,0.9246335256309265,0.0
280,1-wiki-Vote,10,100000,20,10,0.9249630680654072,0.0
281,1-wiki-Vote,10,100000,20,11,0.9242571268212614,0.0
282,1-wiki-Vote,10,100000,20,12,0.9242568454015906,0.0
283,1-wiki-Vote,10,100000,20,13,0.9242569482695139,0.0
284,1-wiki-Vote,10,100000,20,14,0.9242568075596734,0.0
285,1-wiki-Vote,10,100000,40,0,0.9283434811507887,0.0
286,1-wiki-Vote,10,100000,40,1,0.9258627667528834,0.0
287,1-wiki-Vote,10,100000,40,2,0.9253455173979941,0.0
288,1-wiki-Vote,10,100000,40,3,0.924753832540184,0.0
289,1-wiki-Vote,10,100000,40,4,0.9241089215174776,0.0
290,1-wiki-Vote,10,100000,40,5,0.9250546701682453,0.0
291,1-wiki-Vote,10,100000,40,6,0.9207317826054292,0.0
292,1-wiki-Vote,10,100000,40,7,0.9207317826054292,0.0
293,1-wiki-Vote,10,100000,40,8,0.9207317826054292,0.0
294,1-wiki-Vote,10,100000,40,9,0.9207317826054292,0.0
295,1-wiki-Vote,10,100000,40,10,0.9207317826054292,0.0
296,1-wiki-Vote,10,100000,40,11,0.9207317826054292,0.0
297,1-wiki-Vote,10,100000,40,12,0.9207317826054292,0.0
298,1-wiki-Vote,10,100000,40,13,0.9207317826054292,0.0
299,1-wiki-Vote,10,100000,40,14,0.9207319233152647,0.0
300,1-wiki-Vote,100,100000,1,0,0.9098900897887189,0.0
301,1-wiki-Vote,100,100000,1,1,0.9265895330526669,0.0
302,1-wiki-Vote,100,100000,1,2,0.9255107107447406,0.0
303,1-wiki-Vote,100,100000,1,3,0.9244474693933323,0.0
304,1-wiki-Vote,100,100000,1,4,0.9239434845981797,0.0
305,1-wiki-Vote,100,100000,1,5,0.9238181771299908,0.0
306,1-wiki-Vote,100,100000,1,6,0.9239287100654638,0.0
307,1-wiki-Vote,100,100000,1,7,0.9241999607841767,0.0
308,1-wiki-Vote,100,100000,1,8,0.9247369473599374,0.0
309,1-wiki-Vote,100,100000,1,9,0.9250418277589229,0.0
310,1-wiki-Vote,100,100000,1,10,0.9252317860433801,0.0
311,1-wiki-Vote,100,100000,1,11,0.9252942990179125,0.0
312,1-wiki-Vote,100,100000,1,12,0.9253079478719451,0.0
313,1-wiki-Vote,100,100000,1,13,0.9253200489177887,0.0
314,1-wiki-Vote,100,100000,1,14,0.9253170940112455,0.0
315,1-wiki-Vote,100,100000,10,0,0.925329195057089,0.0
316,1-wiki-Vote,100,100000,10,1,0.9254169979943715,0.0
317,1-wiki-Vote,100,100000,10,2,0.9250746509648705,0.0
318,1-wiki-Vote,100,100000,10,3,0.9244824032677188,0.0
319,1-wiki-Vote,100,100000,10,4,0.924384750641959,0.0
320,1-wiki-Vote,100,100000,10,5,0.9241427297250902,0.0
321,1-wiki-Vote,100,100000,10,6,0.9238983167410199,0.0
322,1-wiki-Vote,100,100000,10,7,0.9239780992176853,0.0
323,1-wiki-Vote,100,100000,10,8,0.9241325986169422,0.0
324,1-wiki-Vote,100,100000,10,9,0.9243689911403955,0.0
325,1-wiki-Vote,100,100000,10,10,0.923817690005342,0.0
326,1-wiki-Vote,100,100000,10,11,0.9239327906506901,0.0
327,1-wiki-Vote,100,100000,10,12,0.9227215603876628,0.0
328,1-wiki-Vote,100,100000,10,13,0.9222849377684513,0.0
329,1-wiki-Vote,100,100000,10,14,0.9198278626228913,0.0
330,1-wiki-Vote,100,100000,20,0,0.9252700969262256,0.0
331,1-wiki-Vote,100,100000,20,1,0.9248109607333518,0.0
332,1-wiki-Vote,100,100000,20,2,0.9244693172530277,0.0
333,1-wiki-Vote,100,100000,20,3,0.9239943837074419,0.0
334,1-wiki-Vote,100,100000,20,4,0.9237782912514332,0.0
335,1-wiki-Vote,100,100000,20,5,0.9231290181893592,0.0
336,1-wiki-Vote,100,100000,20,6,0.9219231727816666,0.0
337,1-wiki-Vote,100,100000,20,7,0.9221958684426502,0.0
338,1-wiki-Vote,100,100000,20,8,0.9225223152607522,0.0
339,1-wiki-Vote,100,100000,20,9,0.9214026871005633,0.0
340,1-wiki-Vote,100,100000,20,10,0.9227387269875804,0.0
341,1-wiki-Vote,100,100000,20,11,0.9236129571948513,0.0
342,1-wiki-Vote,100,100000,20,12,0.9214526390921264,0.0
343,1-wiki-Vote,100,100000,20,13,0.919945355335441,0.0
344,1-wiki-Vote,100,100000,20,14,0.9228173837855628,0.0
345,1-wiki-Vote,100,100000,40,0,0.9245735832410509,0.0
346,1-wiki-Vote,100,100000,40,1,0.9244240086860325,0.0
347,1-wiki-Vote,100,100000,40,2,0.9236895033453028,0.0
348,1-wiki-Vote,100,100000,40,3,0.9211440624231186,0.0
349,1-wiki-Vote,100,100000,40,4,0.9160977855965685,0.0
350,1-wiki-Vote,100,100000,40,5,0.9127919487239431,0.0
351,1-wiki-Vote,100,100000,40,6,0.9131921274957889,0.0
352,1-wiki-Vote,100,100000,40,7,0.9122986200410698,0.0
353,1-wiki-Vote,100,100000,40,8,0.9065928362160522,0.0
354,1-wiki-Vote,100,100000,40,9,0.9067930663118106,0.0
355,1-wiki-Vote,100,100000,40,10,0.8851624468666607,0.0
356,1-wiki-Vote,100,100000,40,11,0.8934055104434099,0.0
357,1-wiki-Vote,100,100000,40,12,0.9003306857019072,0.0
358,1-wiki-Vote,100,100000,40,13,0.8849043850285576,0.0
359,1-wiki-Vote,100,100000,40,14,0.8957427008092186,0.0
360,1-wiki-Vote,1000,100000,1,0,0.9185386791110588,0.0
361,1-wiki-Vote,1000,100000,1,1,0.92608227409609,0.0
362,1-wiki-Vote,1000,100000,1,2,0.9242962441554994,0.0
363,1-wiki-Vote,1000,100000,1,3,0.9224481611775024,0.0
364,1-wiki-Vote,1000,100000,1,4,0.9214789518313441,0.0
365,1-wiki-Vote,1000,100000,1,5,0.9211328056362875,0.0
366,1-wiki-Vote,1000,100000,1,6,0.9215501510080508,0.0
367,1-wiki-Vote,1000,100000,1,7,0.9227997950561391,0.0
368,1-wiki-Vote,1000,100000,1,8,0.9238034783119676,0.0
369,1-wiki-Vote,1000,100000,1,9,0.9241660875577647,0.0
370,1-wiki-Vote,1000,100000,1,10,0.9243812328960743,0.0
371,1-wiki-Vote,1000,100000,1,11,0.9245075903282535,0.0
372,1-wiki-Vote,1000,100000,1,12,0.9245702062050015,0.0
373,1-wiki-Vote,1000,100000,1,13,0.9246248016211324,0.0
374,1-wiki-Vote,1000,100000,1,14,0.9246653260537243,0.0
375,1-wiki-Vote,1000,100000,10,0,0.9241051601990414,0.0
376,1-wiki-Vote,1000,100000,10,1,0.9245792116344663,0.0
377,1-wiki-Vote,1000,100000,10,2,0.9247204843091968,0.0
378,1-wiki-Vote,1000,100000,10,3,0.9248633047921165,0.0
379,1-wiki-Vote,1000,100000,10,4,0.9246468930652885,0.0
380,1-wiki-Vote,1000,100000,10,5,0.9248064580186194,0.0
381,1-wiki-Vote,1000,100000,10,6,0.9252546188443329,0.0
382,1-wiki-Vote,1000,100000,10,7,0.9254972026005431,0.0
383,1-wiki-Vote,1000,100000,10,8,0.9255696681657685,0.0
384,1-wiki-Vote,1000,100000,10,9,0.9249731991735551,0.0
385,1-wiki-Vote,1000,100000,10,10,0.9253684531011624,0.0
386,1-wiki-Vote,1000,100000,10,11,0.9254575224269636,0.0
387,1-wiki-Vote,1000,100000,10,12,0.9254760961252348,0.0
388,1-wiki-Vote,1000,100000,10,13,0.9254638543695561,0.0
389,1-wiki-Vote,1000,100000,10,14,0.925387973966156,0.0
390,1-wiki-Vote,1000,100000,20,0,0.9246848847208434,0.0
391,1-wiki-Vote,1000,100000,20,1,0.9247279419304725,0.0
392,1-wiki-Vote,1000,100000,20,2,0.9251981942003419,0.0
393,1-wiki-Vote,1000,100000,20,3,0.9257320473158072,0.0
394,1-wiki-Vote,1000,100000,20,4,0.9248485302594007,0.0
395,1-wiki-Vote,1000,100000,20,5,0.9236817643043563,0.0
396,1-wiki-Vote,1000,100000,20,6,0.921184727565546,0.0
397,1-wiki-Vote,1000,100000,20,7,0.9195515085061876,0.0
398,1-wiki-Vote,1000,100000,20,8,0.9192509522977971,0.0
399,1-wiki-Vote,1000,100000,20,9,0.9186224014631151,0.0
400,1-wiki-Vote,1000,100000,20,10,0.9176236049762689,0.0
401,1-wiki-Vote,1000,100000,20,11,0.915959749248052,0.0
402,1-wiki-Vote,1000,100000,20,12,0.9168258182848704,0.0
403,1-wiki-Vote,1000,100000,20,13,0.9211526457230774,0.0
404,1-wiki-Vote,1000,100000,20,14,0.9255979508426817,0.0
